Dataset,Model,Predict Function of Model,Metric Function,Score,Seed,Estimator Tag
flags,BR_AdaBoostClassifier,Predict Recall,Micro F1,0.652071,2,adaboost
flags,BR_AdaBoostClassifier,Predict Markedness,Hamming Accuracy,0.590677,2,adaboost
flags,BR_AdaBoostClassifier,Predict Markedness,Subset Accuracy,0.015263,2,adaboost
flags,BR_AdaBoostClassifier,Predict Markedness,Precision Score,0.651633,2,adaboost
flags,BR_AdaBoostClassifier,Predict Markedness,Negative Predictive Value,0.69089,2,adaboost
flags,BR_AdaBoostClassifier,Predict Markedness,Recall Score,0.633046,2,adaboost
flags,BR_AdaBoostClassifier,Predict Markedness,Markedness,0.671261,2,adaboost
flags,BR_AdaBoostClassifier,Predict Markedness,Fmeasure Score,0.546123,2,adaboost
flags,BR_AdaBoostClassifier,Predict Markedness,Informedness,0.508758,2,adaboost
flags,BR_AdaBoostClassifier,Predict Markedness,Macro F1,0.493472,2,adaboost
flags,BR_AdaBoostClassifier,Predict Markedness,Micro F1,0.587606,2,adaboost
flags,BR_AdaBoostClassifier,Predict Fmeasure,Hamming Accuracy,0.490301,2,adaboost
flags,BR_AdaBoostClassifier,Predict Fmeasure,Subset Accuracy,0.010263,2,adaboost
flags,BR_AdaBoostClassifier,Predict Fmeasure,Precision Score,0.487394,2,adaboost
flags,BR_AdaBoostClassifier,Predict Fmeasure,Negative Predictive Value,0.061841,2,adaboost
flags,BR_AdaBoostClassifier,Predict Fmeasure,Recall Score,0.996996,2,adaboost
flags,BR_AdaBoostClassifier,Predict Fmeasure,Markedness,0.274618,2,adaboost
flags,BR_AdaBoostClassifier,Predict Fmeasure,Fmeasure Score,0.638269,2,adaboost
flags,BR_AdaBoostClassifier,Predict Fmeasure,Informedness,0.501818,2,adaboost
flags,BR_AdaBoostClassifier,Predict Fmeasure,Macro F1,0.616682,2,adaboost
flags,BR_AdaBoostClassifier,Predict Fmeasure,Micro F1,0.653714,2,adaboost
flags,BR_AdaBoostClassifier,Predict Informedness,Hamming Accuracy,0.660188,2,adaboost
flags,BR_AdaBoostClassifier,Predict Informedness,Subset Accuracy,0.082893,2,adaboost
flags,BR_AdaBoostClassifier,Predict Informedness,Precision Score,0.686175,2,adaboost
flags,BR_AdaBoostClassifier,Predict Informedness,Negative Predictive Value,0.693019,2,adaboost
flags,BR_AdaBoostClassifier,Predict Informedness,Recall Score,0.700152,2,adaboost
flags,BR_AdaBoostClassifier,Predict Informedness,Markedness,0.689598,2,adaboost
flags,BR_AdaBoostClassifier,Predict Informedness,Fmeasure Score,0.648073,2,adaboost
flags,BR_AdaBoostClassifier,Predict Informedness,Informedness,0.555228,2,adaboost
flags,BR_AdaBoostClassifier,Predict Informedness,Macro F1,0.531576,2,adaboost
flags,BR_AdaBoostClassifier,Predict Informedness,Micro F1,0.653509,2,adaboost
flags,BR_AdaBoostClassifier,Marginal Scores,One-Error Score,0.774738,2,adaboost
flags,BR_AdaBoostClassifier,Marginal Scores,Coverage Score,0.351316,2,adaboost
flags,BR_AdaBoostClassifier,Marginal Scores,Ranking Loss Score,0.771816,2,adaboost
flags,BR_AdaBoostClassifier,Marginal Scores,Average Precision,0.809972,2,adaboost
flags,PCC_LogisticRegression,Predict Hamming,Hamming Accuracy,0.738648,2,lr
flags,PCC_LogisticRegression,Predict Hamming,Subset Accuracy,0.179999,2,lr
flags,PCC_LogisticRegression,Predict Hamming,Precision Score,0.698882,2,lr
flags,PCC_LogisticRegression,Predict Hamming,Negative Predictive Value,0.732934,2,lr
flags,PCC_LogisticRegression,Predict Hamming,Recall Score,0.697658,2,lr
flags,PCC_LogisticRegression,Predict Hamming,Markedness,0.715909,2,lr
flags,PCC_LogisticRegression,Predict Hamming,Fmeasure Score,0.6898,2,lr
flags,PCC_LogisticRegression,Predict Hamming,Informedness,0.634977,2,lr
flags,PCC_LogisticRegression,Predict Hamming,Macro F1,0.640987,2,lr
flags,PCC_LogisticRegression,Predict Hamming,Micro F1,0.732249,2,lr
flags,PCC_LogisticRegression,Predict Subset,Hamming Accuracy,0.71827,2,lr
flags,PCC_LogisticRegression,Predict Subset,Subset Accuracy,0.247369,2,lr
flags,PCC_LogisticRegression,Predict Subset,Precision Score,0.674348,2,lr
flags,PCC_LogisticRegression,Predict Subset,Negative Predictive Value,0.705333,2,lr
flags,PCC_LogisticRegression,Predict Subset,Recall Score,0.681955,2,lr
flags,PCC_LogisticRegression,Predict Subset,Markedness,0.689839,2,lr
flags,PCC_LogisticRegression,Predict Subset,Fmeasure Score,0.676108,2,lr
flags,PCC_LogisticRegression,Predict Subset,Informedness,0.622325,2,lr
flags,PCC_LogisticRegression,Predict Subset,Macro F1,0.617485,2,lr
flags,PCC_LogisticRegression,Predict Subset,Micro F1,0.710533,2,lr
flags,PCC_LogisticRegression,Predict Precision,Hamming Accuracy,0.583572,2,lr
flags,PCC_LogisticRegression,Predict Precision,Subset Accuracy,0.0,2,lr
flags,PCC_LogisticRegression,Predict Precision,Precision Score,0.737896,2,lr
flags,PCC_LogisticRegression,Predict Precision,Negative Predictive Value,0.55785,2,lr
flags,PCC_LogisticRegression,Predict Precision,Recall Score,0.229066,2,lr
flags,PCC_LogisticRegression,Predict Precision,Markedness,0.647873,2,lr
flags,PCC_LogisticRegression,Predict Precision,Fmeasure Score,0.342496,2,lr
flags,PCC_LogisticRegression,Predict Precision,Informedness,0.511445,2,lr
flags,PCC_LogisticRegression,Predict Precision,Macro F1,0.208456,2,lr
flags,PCC_LogisticRegression,Predict Precision,Micro F1,0.336107,2,lr
flags,PCC_LogisticRegression,Predict NPV,Hamming Accuracy,0.602369,2,lr
flags,PCC_LogisticRegression,Predict NPV,Subset Accuracy,0.040526,2,lr
flags,PCC_LogisticRegression,Predict NPV,Precision Score,0.550614,2,lr
flags,PCC_LogisticRegression,Predict NPV,Negative Predictive Value,0.912895,2,lr
flags,PCC_LogisticRegression,Predict NPV,Recall Score,0.97866,2,lr
flags,PCC_LogisticRegression,Predict NPV,Markedness,0.731754,2,lr
flags,PCC_LogisticRegression,Predict NPV,Fmeasure Score,0.686493,2,lr
flags,PCC_LogisticRegression,Predict NPV,Informedness,0.552683,2,lr
flags,PCC_LogisticRegression,Predict NPV,Macro F1,0.649301,2,lr
flags,PCC_LogisticRegression,Predict NPV,Micro F1,0.703142,2,lr
flags,PCC_LogisticRegression,Predict Recall,Hamming Accuracy,0.484397,2,lr
flags,PCC_LogisticRegression,Predict Recall,Subset Accuracy,0.010263,2,lr
flags,PCC_LogisticRegression,Predict Recall,Precision Score,0.484397,2,lr
flags,PCC_LogisticRegression,Predict Recall,Negative Predictive Value,0.010263,2,lr
flags,PCC_LogisticRegression,Predict Recall,Recall Score,1.0,2,lr
flags,PCC_LogisticRegression,Predict Recall,Markedness,0.24733,2,lr
flags,PCC_LogisticRegression,Predict Recall,Fmeasure Score,0.636282,2,lr
flags,PCC_LogisticRegression,Predict Recall,Informedness,0.5,2,lr
flags,PCC_LogisticRegression,Predict Recall,Macro F1,0.617125,2,lr
flags,PCC_LogisticRegression,Predict Recall,Micro F1,0.652071,2,lr
flags,PCC_LogisticRegression,Predict Markedness,Hamming Accuracy,0.720337,2,lr
flags,PCC_LogisticRegression,Predict Markedness,Subset Accuracy,0.112893,2,lr
flags,PCC_LogisticRegression,Predict Markedness,Precision Score,0.671212,2,lr
flags,PCC_LogisticRegression,Predict Markedness,Negative Predictive Value,0.803838,2,lr
flags,PCC_LogisticRegression,Predict Markedness,Recall Score,0.726933,2,lr
flags,PCC_LogisticRegression,Predict Markedness,Markedness,0.737523,2,lr
flags,PCC_LogisticRegression,Predict Markedness,Fmeasure Score,0.667577,2,lr
flags,PCC_LogisticRegression,Predict Markedness,Informedness,0.638596,2,lr
flags,PCC_LogisticRegression,Predict Markedness,Macro F1,0.668054,2,lr
flags,PCC_LogisticRegression,Predict Markedness,Micro F1,0.728808,2,lr
flags,PCC_LogisticRegression,Predict Fmeasure,Hamming Accuracy,0.714249,2,lr
flags,PCC_LogisticRegression,Predict Fmeasure,Subset Accuracy,0.081841,2,lr
flags,PCC_LogisticRegression,Predict Fmeasure,Precision Score,0.643199,2,lr
flags,PCC_LogisticRegression,Predict Fmeasure,Negative Predictive Value,0.795576,2,lr
flags,PCC_LogisticRegression,Predict Fmeasure,Recall Score,0.83709,2,lr
flags,PCC_LogisticRegression,Predict Fmeasure,Markedness,0.719387,2,lr
flags,PCC_LogisticRegression,Predict Fmeasure,Fmeasure Score,0.718246,2,lr
flags,PCC_LogisticRegression,Predict Fmeasure,Informedness,0.615728,2,lr
flags,PCC_LogisticRegression,Predict Fmeasure,Macro F1,0.672498,2,lr
flags,PCC_LogisticRegression,Predict Fmeasure,Micro F1,0.743128,2,lr
flags,PCC_LogisticRegression,Predict Informedness,Hamming Accuracy,0.72263,2,lr
flags,PCC_LogisticRegression,Predict Informedness,Subset Accuracy,0.128946,2,lr
flags,PCC_LogisticRegression,Predict Informedness,Precision Score,0.689592,2,lr
flags,PCC_LogisticRegression,Predict Informedness,Negative Predictive Value,0.716207,2,lr
flags,PCC_LogisticRegression,Predict Informedness,Recall Score,0.739035,2,lr
flags,PCC_LogisticRegression,Predict Informedness,Markedness,0.702899,2,lr
flags,PCC_LogisticRegression,Predict Informedness,Fmeasure Score,0.703519,2,lr
flags,PCC_LogisticRegression,Predict Informedness,Informedness,0.596867,2,lr
flags,PCC_LogisticRegression,Predict Informedness,Macro F1,0.586396,2,lr
flags,PCC_LogisticRegression,Predict Informedness,Micro F1,0.721538,2,lr
flags,PCC_LogisticRegression,Marginal Scores,One-Error Score,0.737896,2,lr
flags,PCC_LogisticRegression,Marginal Scores,Coverage Score,0.37066,2,lr
flags,PCC_LogisticRegression,Marginal Scores,Ranking Loss Score,0.777821,2,lr
flags,PCC_LogisticRegression,Marginal Scores,Average Precision,0.798436,2,lr
flags,BR_LogisticRegression,Predict Hamming,Hamming Accuracy,0.731354,2,lr
flags,BR_LogisticRegression,Predict Hamming,Subset Accuracy,0.143683,2,lr
flags,BR_LogisticRegression,Predict Hamming,Precision Score,0.694229,2,lr
flags,BR_LogisticRegression,Predict Hamming,Negative Predictive Value,0.725496,2,lr
flags,BR_LogisticRegression,Predict Hamming,Recall Score,0.683315,2,lr
flags,BR_LogisticRegression,Predict Hamming,Markedness,0.709862,2,lr
flags,BR_LogisticRegression,Predict Hamming,Fmeasure Score,0.678102,2,lr
flags,BR_LogisticRegression,Predict Hamming,Informedness,0.62924,2,lr
flags,BR_LogisticRegression,Predict Hamming,Macro F1,0.635034,2,lr
flags,BR_LogisticRegression,Predict Hamming,Micro F1,0.72366,2,lr
flags,BR_LogisticRegression,Predict Subset,Hamming Accuracy,0.731354,2,lr
flags,BR_LogisticRegression,Predict Subset,Subset Accuracy,0.143683,2,lr
flags,BR_LogisticRegression,Predict Subset,Precision Score,0.694229,2,lr
flags,BR_LogisticRegression,Predict Subset,Negative Predictive Value,0.725496,2,lr
flags,BR_LogisticRegression,Predict Subset,Recall Score,0.683315,2,lr
flags,BR_LogisticRegression,Predict Subset,Markedness,0.709862,2,lr
flags,BR_LogisticRegression,Predict Subset,Fmeasure Score,0.678102,2,lr
flags,BR_LogisticRegression,Predict Subset,Informedness,0.62924,2,lr
flags,BR_LogisticRegression,Predict Subset,Macro F1,0.635034,2,lr
flags,BR_LogisticRegression,Predict Subset,Micro F1,0.72366,2,lr
flags,BR_LogisticRegression,Predict Precision,Hamming Accuracy,0.586579,2,lr
flags,BR_LogisticRegression,Predict Precision,Subset Accuracy,0.0,2,lr
flags,BR_LogisticRegression,Predict Precision,Precision Score,0.748422,2,lr
flags,BR_LogisticRegression,Predict Precision,Negative Predictive Value,0.559605,2,lr
flags,BR_LogisticRegression,Predict Precision,Recall Score,0.234702,2,lr
flags,BR_LogisticRegression,Predict Precision,Markedness,0.654013,2,lr
flags,BR_LogisticRegression,Predict Precision,Fmeasure Score,0.34997,2,lr
flags,BR_LogisticRegression,Predict Precision,Informedness,0.515178,2,lr
flags,BR_LogisticRegression,Predict Precision,Macro F1,0.211551,2,lr
flags,BR_LogisticRegression,Predict Precision,Micro F1,0.341458,2,lr
flags,BR_LogisticRegression,Predict NPV,Hamming Accuracy,0.605301,2,lr
flags,BR_LogisticRegression,Predict NPV,Subset Accuracy,0.045789,2,lr
flags,BR_LogisticRegression,Predict NPV,Precision Score,0.552324,2,lr
flags,BR_LogisticRegression,Predict NPV,Negative Predictive Value,0.923159,2,lr
flags,BR_LogisticRegression,Predict NPV,Recall Score,0.980787,2,lr
flags,BR_LogisticRegression,Predict NPV,Markedness,0.737741,2,lr
flags,BR_LogisticRegression,Predict NPV,Fmeasure Score,0.688371,2,lr
flags,BR_LogisticRegression,Predict NPV,Informedness,0.555536,2,lr
flags,BR_LogisticRegression,Predict NPV,Macro F1,0.651122,2,lr
flags,BR_LogisticRegression,Predict NPV,Micro F1,0.70526,2,lr
flags,BR_LogisticRegression,Predict Recall,Hamming Accuracy,0.484397,2,lr
flags,BR_LogisticRegression,Predict Recall,Subset Accuracy,0.010263,2,lr
flags,BR_LogisticRegression,Predict Recall,Precision Score,0.484397,2,lr
flags,BR_LogisticRegression,Predict Recall,Negative Predictive Value,0.010263,2,lr
flags,BR_LogisticRegression,Predict Recall,Recall Score,1.0,2,lr
flags,BR_LogisticRegression,Predict Recall,Markedness,0.24733,2,lr
flags,BR_LogisticRegression,Predict Recall,Fmeasure Score,0.636282,2,lr
flags,BR_LogisticRegression,Predict Recall,Informedness,0.5,2,lr
flags,BR_LogisticRegression,Predict Recall,Macro F1,0.617125,2,lr
flags,BR_LogisticRegression,Predict Recall,Micro F1,0.652071,2,lr
flags,BR_LogisticRegression,Predict Markedness,Hamming Accuracy,0.71827,2,lr
flags,BR_LogisticRegression,Predict Markedness,Subset Accuracy,0.09763,2,lr
flags,BR_LogisticRegression,Predict Markedness,Precision Score,0.675114,2,lr
flags,BR_LogisticRegression,Predict Markedness,Negative Predictive Value,0.782842,2,lr
flags,BR_LogisticRegression,Predict Markedness,Recall Score,0.698771,2,lr
flags,BR_LogisticRegression,Predict Markedness,Markedness,0.728976,2,lr
flags,BR_LogisticRegression,Predict Markedness,Fmeasure Score,0.656057,2,lr
flags,BR_LogisticRegression,Predict Markedness,Informedness,0.632888,2,lr
flags,BR_LogisticRegression,Predict Markedness,Macro F1,0.651959,2,lr
flags,BR_LogisticRegression,Predict Markedness,Micro F1,0.720421,2,lr
flags,BR_LogisticRegression,Predict Fmeasure,Hamming Accuracy,0.714136,2,lr
flags,BR_LogisticRegression,Predict Fmeasure,Subset Accuracy,0.081841,2,lr
flags,BR_LogisticRegression,Predict Fmeasure,Precision Score,0.642863,2,lr
flags,BR_LogisticRegression,Predict Fmeasure,Negative Predictive Value,0.796541,2,lr
flags,BR_LogisticRegression,Predict Fmeasure,Recall Score,0.829481,2,lr
flags,BR_LogisticRegression,Predict Fmeasure,Markedness,0.719704,2,lr
flags,BR_LogisticRegression,Predict Fmeasure,Fmeasure Score,0.714805,2,lr
flags,BR_LogisticRegression,Predict Fmeasure,Informedness,0.612221,2,lr
flags,BR_LogisticRegression,Predict Fmeasure,Macro F1,0.666391,2,lr
flags,BR_LogisticRegression,Predict Fmeasure,Micro F1,0.741127,2,lr
flags,BR_LogisticRegression,Predict Informedness,Hamming Accuracy,0.723083,2,lr
flags,BR_LogisticRegression,Predict Informedness,Subset Accuracy,0.128683,2,lr
flags,BR_LogisticRegression,Predict Informedness,Precision Score,0.687723,2,lr
flags,BR_LogisticRegression,Predict Informedness,Negative Predictive Value,0.718475,2,lr
flags,BR_LogisticRegression,Predict Informedness,Recall Score,0.73473,2,lr
flags,BR_LogisticRegression,Predict Informedness,Markedness,0.703101,2,lr
flags,BR_LogisticRegression,Predict Informedness,Fmeasure Score,0.701046,2,lr
flags,BR_LogisticRegression,Predict Informedness,Informedness,0.595961,2,lr
flags,BR_LogisticRegression,Predict Informedness,Macro F1,0.595207,2,lr
flags,BR_LogisticRegression,Predict Informedness,Micro F1,0.722118,2,lr
flags,BR_LogisticRegression,Marginal Scores,One-Error Score,0.748422,2,lr
flags,BR_LogisticRegression,Marginal Scores,Coverage Score,0.371537,2,lr
flags,BR_LogisticRegression,Marginal Scores,Ranking Loss Score,0.778874,2,lr
flags,BR_LogisticRegression,Marginal Scores,Average Precision,0.802163,2,lr
flags,PCC_RandomForestClassifier,Predict Hamming,Hamming Accuracy,0.767142,2,rf
flags,PCC_RandomForestClassifier,Predict Hamming,Subset Accuracy,0.228157,2,rf
flags,PCC_RandomForestClassifier,Predict Hamming,Precision Score,0.742618,2,rf
flags,PCC_RandomForestClassifier,Predict Hamming,Negative Predictive Value,0.752463,2,rf
flags,PCC_RandomForestClassifier,Predict Hamming,Recall Score,0.750404,2,rf
flags,PCC_RandomForestClassifier,Predict Hamming,Markedness,0.747541,2,rf
flags,PCC_RandomForestClassifier,Predict Hamming,Fmeasure Score,0.737392,2,rf
flags,PCC_RandomForestClassifier,Predict Hamming,Informedness,0.653004,2,rf
flags,PCC_RandomForestClassifier,Predict Hamming,Macro F1,0.62394,2,rf
flags,PCC_RandomForestClassifier,Predict Hamming,Micro F1,0.761796,2,rf
flags,PCC_RandomForestClassifier,Predict Subset,Hamming Accuracy,0.753083,2,rf
flags,PCC_RandomForestClassifier,Predict Subset,Subset Accuracy,0.269473,2,rf
flags,PCC_RandomForestClassifier,Predict Subset,Precision Score,0.723039,2,rf
flags,PCC_RandomForestClassifier,Predict Subset,Negative Predictive Value,0.728342,2,rf
flags,PCC_RandomForestClassifier,Predict Subset,Recall Score,0.717432,2,rf
flags,PCC_RandomForestClassifier,Predict Subset,Markedness,0.72569,2,rf
flags,PCC_RandomForestClassifier,Predict Subset,Fmeasure Score,0.715665,2,rf
flags,PCC_RandomForestClassifier,Predict Subset,Informedness,0.647299,2,rf
flags,PCC_RandomForestClassifier,Predict Subset,Macro F1,0.606741,2,rf
flags,PCC_RandomForestClassifier,Predict Subset,Micro F1,0.742277,2,rf
flags,PCC_RandomForestClassifier,Predict Precision,Hamming Accuracy,0.60139,2,rf
flags,PCC_RandomForestClassifier,Predict Precision,Subset Accuracy,0.0,2,rf
flags,PCC_RandomForestClassifier,Predict Precision,Precision Score,0.800264,2,rf
flags,PCC_RandomForestClassifier,Predict Precision,Negative Predictive Value,0.568245,2,rf
flags,PCC_RandomForestClassifier,Predict Precision,Recall Score,0.249507,2,rf
flags,PCC_RandomForestClassifier,Predict Precision,Markedness,0.684255,2,rf
flags,PCC_RandomForestClassifier,Predict Precision,Fmeasure Score,0.37324,2,rf
flags,PCC_RandomForestClassifier,Predict Precision,Informedness,0.533748,2,rf
flags,PCC_RandomForestClassifier,Predict Precision,Macro F1,0.231973,2,rf
flags,PCC_RandomForestClassifier,Predict Precision,Micro F1,0.365602,2,rf
flags,PCC_RandomForestClassifier,Predict NPV,Hamming Accuracy,0.597858,2,rf
flags,PCC_RandomForestClassifier,Predict NPV,Subset Accuracy,0.035526,2,rf
flags,PCC_RandomForestClassifier,Predict NPV,Precision Score,0.547982,2,rf
flags,PCC_RandomForestClassifier,Predict NPV,Negative Predictive Value,0.897107,2,rf
flags,PCC_RandomForestClassifier,Predict NPV,Recall Score,0.975372,2,rf
flags,PCC_RandomForestClassifier,Predict NPV,Markedness,0.722545,2,rf
flags,PCC_RandomForestClassifier,Predict NPV,Fmeasure Score,0.683593,2,rf
flags,PCC_RandomForestClassifier,Predict NPV,Informedness,0.53064,2,rf
flags,PCC_RandomForestClassifier,Predict NPV,Macro F1,0.628519,2,rf
flags,PCC_RandomForestClassifier,Predict NPV,Micro F1,0.699633,2,rf
flags,PCC_RandomForestClassifier,Predict Recall,Hamming Accuracy,0.484397,2,rf
flags,PCC_RandomForestClassifier,Predict Recall,Subset Accuracy,0.010263,2,rf
flags,PCC_RandomForestClassifier,Predict Recall,Precision Score,0.484397,2,rf
flags,PCC_RandomForestClassifier,Predict Recall,Negative Predictive Value,0.010263,2,rf
flags,PCC_RandomForestClassifier,Predict Recall,Recall Score,1.0,2,rf
flags,PCC_RandomForestClassifier,Predict Recall,Markedness,0.24733,2,rf
flags,PCC_RandomForestClassifier,Predict Recall,Fmeasure Score,0.636282,2,rf
flags,PCC_RandomForestClassifier,Predict Recall,Informedness,0.5,2,rf
flags,PCC_RandomForestClassifier,Predict Recall,Macro F1,0.617125,2,rf
flags,PCC_RandomForestClassifier,Predict Recall,Micro F1,0.652071,2,rf
flags,PCC_RandomForestClassifier,Predict Markedness,Hamming Accuracy,0.746994,2,rf
flags,PCC_RandomForestClassifier,Predict Markedness,Subset Accuracy,0.159735,2,rf
flags,PCC_RandomForestClassifier,Predict Markedness,Precision Score,0.718885,2,rf
flags,PCC_RandomForestClassifier,Predict Markedness,Negative Predictive Value,0.804128,2,rf
flags,PCC_RandomForestClassifier,Predict Markedness,Recall Score,0.739234,2,rf
flags,PCC_RandomForestClassifier,Predict Markedness,Markedness,0.761507,2,rf
flags,PCC_RandomForestClassifier,Predict Markedness,Fmeasure Score,0.692919,2,rf
flags,PCC_RandomForestClassifier,Predict Markedness,Informedness,0.659841,2,rf
flags,PCC_RandomForestClassifier,Predict Markedness,Macro F1,0.646773,2,rf
flags,PCC_RandomForestClassifier,Predict Markedness,Micro F1,0.747731,2,rf
flags,PCC_RandomForestClassifier,Predict Fmeasure,Hamming Accuracy,0.740977,2,rf
flags,PCC_RandomForestClassifier,Predict Fmeasure,Subset Accuracy,0.143945,2,rf
flags,PCC_RandomForestClassifier,Predict Fmeasure,Precision Score,0.671544,2,rf
flags,PCC_RandomForestClassifier,Predict Fmeasure,Negative Predictive Value,0.839999,2,rf
flags,PCC_RandomForestClassifier,Predict Fmeasure,Recall Score,0.890343,2,rf
flags,PCC_RandomForestClassifier,Predict Fmeasure,Markedness,0.755772,2,rf
flags,PCC_RandomForestClassifier,Predict Fmeasure,Fmeasure Score,0.753601,2,rf
flags,PCC_RandomForestClassifier,Predict Fmeasure,Informedness,0.641737,2,rf
flags,PCC_RandomForestClassifier,Predict Fmeasure,Macro F1,0.692338,2,rf
flags,PCC_RandomForestClassifier,Predict Fmeasure,Micro F1,0.770494,2,rf
flags,PCC_RandomForestClassifier,Predict Informedness,Hamming Accuracy,0.750978,2,rf
flags,PCC_RandomForestClassifier,Predict Informedness,Subset Accuracy,0.176053,2,rf
flags,PCC_RandomForestClassifier,Predict Informedness,Precision Score,0.721864,2,rf
flags,PCC_RandomForestClassifier,Predict Informedness,Negative Predictive Value,0.756035,2,rf
flags,PCC_RandomForestClassifier,Predict Informedness,Recall Score,0.770498,2,rf
flags,PCC_RandomForestClassifier,Predict Informedness,Markedness,0.738951,2,rf
flags,PCC_RandomForestClassifier,Predict Informedness,Fmeasure Score,0.731872,2,rf
flags,PCC_RandomForestClassifier,Predict Informedness,Informedness,0.618439,2,rf
flags,PCC_RandomForestClassifier,Predict Informedness,Macro F1,0.589924,2,rf
flags,PCC_RandomForestClassifier,Predict Informedness,Micro F1,0.747661,2,rf
flags,PCC_RandomForestClassifier,Marginal Scores,One-Error Score,0.800264,2,rf
flags,PCC_RandomForestClassifier,Marginal Scores,Coverage Score,0.400307,2,rf
flags,PCC_RandomForestClassifier,Marginal Scores,Ranking Loss Score,0.814705,2,rf
flags,PCC_RandomForestClassifier,Marginal Scores,Average Precision,0.831572,2,rf
flags,BR_RandomForestClassifier,Predict Hamming,Hamming Accuracy,0.766316,2,rf
flags,BR_RandomForestClassifier,Predict Hamming,Subset Accuracy,0.238422,2,rf
flags,BR_RandomForestClassifier,Predict Hamming,Precision Score,0.745737,2,rf
flags,BR_RandomForestClassifier,Predict Hamming,Negative Predictive Value,0.749694,2,rf
flags,BR_RandomForestClassifier,Predict Hamming,Recall Score,0.741513,2,rf
flags,BR_RandomForestClassifier,Predict Hamming,Markedness,0.747715,2,rf
flags,BR_RandomForestClassifier,Predict Hamming,Fmeasure Score,0.732852,2,rf
flags,BR_RandomForestClassifier,Predict Hamming,Informedness,0.661054,2,rf
flags,BR_RandomForestClassifier,Predict Hamming,Macro F1,0.630506,2,rf
flags,BR_RandomForestClassifier,Predict Hamming,Micro F1,0.759032,2,rf
flags,BR_RandomForestClassifier,Predict Subset,Hamming Accuracy,0.768496,2,rf
flags,BR_RandomForestClassifier,Predict Subset,Subset Accuracy,0.238422,2,rf
flags,BR_RandomForestClassifier,Predict Subset,Precision Score,0.749956,2,rf
flags,BR_RandomForestClassifier,Predict Subset,Negative Predictive Value,0.753404,2,rf
flags,BR_RandomForestClassifier,Predict Subset,Recall Score,0.741513,2,rf
flags,BR_RandomForestClassifier,Predict Subset,Markedness,0.751679,2,rf
flags,BR_RandomForestClassifier,Predict Subset,Fmeasure Score,0.734183,2,rf
flags,BR_RandomForestClassifier,Predict Subset,Informedness,0.664705,2,rf
flags,BR_RandomForestClassifier,Predict Subset,Macro F1,0.632434,2,rf
flags,BR_RandomForestClassifier,Predict Subset,Micro F1,0.760637,2,rf
flags,BR_RandomForestClassifier,Predict Precision,Hamming Accuracy,0.60139,2,rf
flags,BR_RandomForestClassifier,Predict Precision,Subset Accuracy,0.0,2,rf
flags,BR_RandomForestClassifier,Predict Precision,Precision Score,0.800265,2,rf
flags,BR_RandomForestClassifier,Predict Precision,Negative Predictive Value,0.568244,2,rf
flags,BR_RandomForestClassifier,Predict Precision,Recall Score,0.250821,2,rf
flags,BR_RandomForestClassifier,Predict Precision,Markedness,0.684255,2,rf
flags,BR_RandomForestClassifier,Predict Precision,Fmeasure Score,0.374646,2,rf
flags,BR_RandomForestClassifier,Predict Precision,Informedness,0.536351,2,rf
flags,BR_RandomForestClassifier,Predict Precision,Macro F1,0.2501,2,rf
flags,BR_RandomForestClassifier,Predict Precision,Micro F1,0.365944,2,rf
flags,BR_RandomForestClassifier,Predict NPV,Hamming Accuracy,0.594926,2,rf
flags,BR_RandomForestClassifier,Predict NPV,Subset Accuracy,0.045789,2,rf
flags,BR_RandomForestClassifier,Predict NPV,Precision Score,0.546271,2,rf
flags,BR_RandomForestClassifier,Predict NPV,Negative Predictive Value,0.886843,2,rf
flags,BR_RandomForestClassifier,Predict NPV,Recall Score,0.970217,2,rf
flags,BR_RandomForestClassifier,Predict NPV,Markedness,0.716557,2,rf
flags,BR_RandomForestClassifier,Predict NPV,Fmeasure Score,0.680824,2,rf
flags,BR_RandomForestClassifier,Predict NPV,Informedness,0.536808,2,rf
flags,BR_RandomForestClassifier,Predict NPV,Macro F1,0.63169,2,rf
flags,BR_RandomForestClassifier,Predict NPV,Micro F1,0.697494,2,rf
flags,BR_RandomForestClassifier,Predict Recall,Hamming Accuracy,0.484397,2,rf
flags,BR_RandomForestClassifier,Predict Recall,Subset Accuracy,0.010263,2,rf
flags,BR_RandomForestClassifier,Predict Recall,Precision Score,0.484397,2,rf
flags,BR_RandomForestClassifier,Predict Recall,Negative Predictive Value,0.010263,2,rf
flags,BR_RandomForestClassifier,Predict Recall,Recall Score,1.0,2,rf
flags,BR_RandomForestClassifier,Predict Recall,Markedness,0.24733,2,rf
flags,BR_RandomForestClassifier,Predict Recall,Fmeasure Score,0.636282,2,rf
flags,BR_RandomForestClassifier,Predict Recall,Informedness,0.5,2,rf
flags,BR_RandomForestClassifier,Predict Recall,Macro F1,0.617125,2,rf
flags,BR_RandomForestClassifier,Predict Recall,Micro F1,0.652071,2,rf
flags,BR_RandomForestClassifier,Predict Markedness,Hamming Accuracy,0.742106,2,rf
flags,BR_RandomForestClassifier,Predict Markedness,Subset Accuracy,0.165525,2,rf
flags,BR_RandomForestClassifier,Predict Markedness,Precision Score,0.722124,2,rf
flags,BR_RandomForestClassifier,Predict Markedness,Negative Predictive Value,0.772359,2,rf
flags,BR_RandomForestClassifier,Predict Markedness,Recall Score,0.707471,2,rf
