Dataset,Model,Predict Function of Model,Metric Function,Score,Seed,Estimator Tag
yeast,BR_AdaBoostClassifier,Predict NPV,Precision Score,0.323637,1,adaboost
yeast,BR_AdaBoostClassifier,Predict NPV,Negative Predictive Value,0.97021,1,adaboost
yeast,BR_AdaBoostClassifier,Predict NPV,Recall Score,0.993752,1,adaboost
yeast,BR_AdaBoostClassifier,Predict NPV,Markedness,0.646925,1,adaboost
yeast,BR_AdaBoostClassifier,Predict NPV,Fmeasure Score,0.475956,1,adaboost
yeast,BR_AdaBoostClassifier,Predict NPV,Informedness,0.50231,1,adaboost
yeast,BR_AdaBoostClassifier,Predict NPV,Macro F1,0.42509,1,adaboost
yeast,BR_AdaBoostClassifier,Predict NPV,Micro F1,0.488141,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Recall,Hamming Accuracy,0.302648,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Recall,Subset Accuracy,0.0,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Recall,Precision Score,0.302648,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Recall,Negative Predictive Value,0.0,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Recall,Recall Score,1.0,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Recall,Markedness,0.151323,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Recall,Fmeasure Score,0.453407,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Recall,Informedness,0.5,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Recall,Macro F1,0.424564,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Recall,Micro F1,0.464644,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Markedness,Hamming Accuracy,0.394884,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Markedness,Subset Accuracy,0.001241,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Markedness,Precision Score,0.346578,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Markedness,Negative Predictive Value,0.962505,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Markedness,Recall Score,0.966575,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Markedness,Markedness,0.65454,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Markedness,Fmeasure Score,0.478884,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Markedness,Informedness,0.507932,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Markedness,Macro F1,0.424445,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Markedness,Micro F1,0.491727,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Fmeasure,Hamming Accuracy,0.340386,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Fmeasure,Subset Accuracy,0.0,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Fmeasure,Precision Score,0.314787,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Fmeasure,Negative Predictive Value,0.504143,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Fmeasure,Recall Score,0.998101,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Fmeasure,Markedness,0.409464,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Fmeasure,Fmeasure Score,0.466654,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Fmeasure,Informedness,0.503662,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Fmeasure,Macro F1,0.425477,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Fmeasure,Micro F1,0.478031,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Informedness,Hamming Accuracy,0.525124,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Informedness,Subset Accuracy,0.005377,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Informedness,Precision Score,0.40167,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Informedness,Negative Predictive Value,0.931658,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Informedness,Recall Score,0.931856,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Informedness,Markedness,0.666664,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Informedness,Fmeasure Score,0.537335,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Informedness,Informedness,0.544624,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Informedness,Macro F1,0.441794,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Informedness,Micro F1,0.542317,1,adaboost
yeast,BR_AdaBoostClassifier,Marginal Scores,One-Error Score,0.742639,1,adaboost
yeast,BR_AdaBoostClassifier,Marginal Scores,Coverage Score,0.477452,1,adaboost
yeast,BR_AdaBoostClassifier,Marginal Scores,Ranking Loss Score,0.813709,1,adaboost
yeast,BR_AdaBoostClassifier,Marginal Scores,Average Precision,0.736639,1,adaboost
yeast,PCC_LogisticRegression,Predict Hamming,Hamming Accuracy,0.798748,1,lr
yeast,PCC_LogisticRegression,Predict Hamming,Subset Accuracy,0.160131,1,lr
yeast,PCC_LogisticRegression,Predict Hamming,Precision Score,0.697369,1,lr
yeast,PCC_LogisticRegression,Predict Hamming,Negative Predictive Value,0.83575,1,lr
yeast,PCC_LogisticRegression,Predict Hamming,Recall Score,0.594263,1,lr
yeast,PCC_LogisticRegression,Predict Hamming,Markedness,0.766559,1,lr
yeast,PCC_LogisticRegression,Predict Hamming,Fmeasure Score,0.613407,1,lr
yeast,PCC_LogisticRegression,Predict Hamming,Informedness,0.582501,1,lr
yeast,PCC_LogisticRegression,Predict Hamming,Macro F1,0.385474,1,lr
yeast,PCC_LogisticRegression,Predict Hamming,Micro F1,0.638713,1,lr
yeast,PCC_LogisticRegression,Predict Subset,Hamming Accuracy,0.784737,1,lr
yeast,PCC_LogisticRegression,Predict Subset,Subset Accuracy,0.218869,1,lr
yeast,PCC_LogisticRegression,Predict Subset,Precision Score,0.650681,1,lr
yeast,PCC_LogisticRegression,Predict Subset,Negative Predictive Value,0.839235,1,lr
yeast,PCC_LogisticRegression,Predict Subset,Recall Score,0.62353,1,lr
yeast,PCC_LogisticRegression,Predict Subset,Markedness,0.744959,1,lr
yeast,PCC_LogisticRegression,Predict Subset,Fmeasure Score,0.614349,1,lr
yeast,PCC_LogisticRegression,Predict Subset,Informedness,0.591546,1,lr
yeast,PCC_LogisticRegression,Predict Subset,Macro F1,0.412047,1,lr
yeast,PCC_LogisticRegression,Predict Subset,Micro F1,0.633945,1,lr
yeast,PCC_LogisticRegression,Predict Precision,Hamming Accuracy,0.736097,1,lr
yeast,PCC_LogisticRegression,Predict Precision,Subset Accuracy,0.006209,1,lr
yeast,PCC_LogisticRegression,Predict Precision,Precision Score,0.771202,1,lr
yeast,PCC_LogisticRegression,Predict Precision,Negative Predictive Value,0.733396,1,lr
yeast,PCC_LogisticRegression,Predict Precision,Recall Score,0.190029,1,lr
yeast,PCC_LogisticRegression,Predict Precision,Markedness,0.752299,1,lr
yeast,PCC_LogisticRegression,Predict Precision,Fmeasure Score,0.297146,1,lr
yeast,PCC_LogisticRegression,Predict Precision,Informedness,0.525953,1,lr
yeast,PCC_LogisticRegression,Predict Precision,Macro F1,0.147459,1,lr
yeast,PCC_LogisticRegression,Predict Precision,Micro F1,0.294482,1,lr
yeast,PCC_LogisticRegression,Predict NPV,Hamming Accuracy,0.371887,1,lr
yeast,PCC_LogisticRegression,Predict NPV,Subset Accuracy,0.0,1,lr
yeast,PCC_LogisticRegression,Predict NPV,Precision Score,0.324749,1,lr
yeast,PCC_LogisticRegression,Predict NPV,Negative Predictive Value,0.984688,1,lr
yeast,PCC_LogisticRegression,Predict NPV,Recall Score,0.996729,1,lr
yeast,PCC_LogisticRegression,Predict NPV,Markedness,0.65472,1,lr
yeast,PCC_LogisticRegression,Predict NPV,Fmeasure Score,0.477531,1,lr
yeast,PCC_LogisticRegression,Predict NPV,Informedness,0.510056,1,lr
yeast,PCC_LogisticRegression,Predict NPV,Macro F1,0.427916,1,lr
yeast,PCC_LogisticRegression,Predict NPV,Micro F1,0.489822,1,lr
yeast,PCC_LogisticRegression,Predict Recall,Hamming Accuracy,0.302648,1,lr
yeast,PCC_LogisticRegression,Predict Recall,Subset Accuracy,0.0,1,lr
yeast,PCC_LogisticRegression,Predict Recall,Precision Score,0.302648,1,lr
yeast,PCC_LogisticRegression,Predict Recall,Negative Predictive Value,0.0,1,lr
yeast,PCC_LogisticRegression,Predict Recall,Recall Score,1.0,1,lr
yeast,PCC_LogisticRegression,Predict Recall,Markedness,0.151323,1,lr
yeast,PCC_LogisticRegression,Predict Recall,Fmeasure Score,0.453407,1,lr
yeast,PCC_LogisticRegression,Predict Recall,Informedness,0.5,1,lr
yeast,PCC_LogisticRegression,Predict Recall,Macro F1,0.424564,1,lr
yeast,PCC_LogisticRegression,Predict Recall,Micro F1,0.464644,1,lr
yeast,PCC_LogisticRegression,Predict Markedness,Hamming Accuracy,0.781755,1,lr
yeast,PCC_LogisticRegression,Predict Markedness,Subset Accuracy,0.112144,1,lr
yeast,PCC_LogisticRegression,Predict Markedness,Precision Score,0.737201,1,lr
yeast,PCC_LogisticRegression,Predict Markedness,Negative Predictive Value,0.811402,1,lr
yeast,PCC_LogisticRegression,Predict Markedness,Recall Score,0.493907,1,lr
yeast,PCC_LogisticRegression,Predict Markedness,Markedness,0.7743,1,lr
yeast,PCC_LogisticRegression,Predict Markedness,Fmeasure Score,0.546384,1,lr
yeast,PCC_LogisticRegression,Predict Markedness,Informedness,0.562631,1,lr
yeast,PCC_LogisticRegression,Predict Markedness,Macro F1,0.33445,1,lr
yeast,PCC_LogisticRegression,Predict Markedness,Micro F1,0.575373,1,lr
yeast,PCC_LogisticRegression,Predict Fmeasure,Hamming Accuracy,0.757788,1,lr
yeast,PCC_LogisticRegression,Predict Fmeasure,Subset Accuracy,0.127026,1,lr
yeast,PCC_LogisticRegression,Predict Fmeasure,Precision Score,0.601195,1,lr
yeast,PCC_LogisticRegression,Predict Fmeasure,Negative Predictive Value,0.876699,1,lr
yeast,PCC_LogisticRegression,Predict Fmeasure,Recall Score,0.766002,1,lr
yeast,PCC_LogisticRegression,Predict Fmeasure,Markedness,0.738947,1,lr
yeast,PCC_LogisticRegression,Predict Fmeasure,Fmeasure Score,0.64719,1,lr
yeast,PCC_LogisticRegression,Predict Fmeasure,Informedness,0.600456,1,lr
yeast,PCC_LogisticRegression,Predict Fmeasure,Macro F1,0.465593,1,lr
yeast,PCC_LogisticRegression,Predict Fmeasure,Micro F1,0.653912,1,lr
yeast,PCC_LogisticRegression,Predict Informedness,Hamming Accuracy,0.765977,1,lr
yeast,PCC_LogisticRegression,Predict Informedness,Subset Accuracy,0.116691,1,lr
yeast,PCC_LogisticRegression,Predict Informedness,Precision Score,0.606633,1,lr
yeast,PCC_LogisticRegression,Predict Informedness,Negative Predictive Value,0.871396,1,lr
yeast,PCC_LogisticRegression,Predict Informedness,Recall Score,0.747634,1,lr
yeast,PCC_LogisticRegression,Predict Informedness,Markedness,0.739015,1,lr
yeast,PCC_LogisticRegression,Predict Informedness,Fmeasure Score,0.645794,1,lr
yeast,PCC_LogisticRegression,Predict Informedness,Informedness,0.594392,1,lr
yeast,PCC_LogisticRegression,Predict Informedness,Macro F1,0.44938,1,lr
yeast,PCC_LogisticRegression,Predict Informedness,Micro F1,0.655826,1,lr
yeast,PCC_LogisticRegression,Marginal Scores,One-Error Score,0.771202,1,lr
yeast,PCC_LogisticRegression,Marginal Scores,Coverage Score,0.508486,1,lr
yeast,PCC_LogisticRegression,Marginal Scores,Ranking Loss Score,0.826942,1,lr
yeast,PCC_LogisticRegression,Marginal Scores,Average Precision,0.759926,1,lr
yeast,BR_LogisticRegression,Predict Hamming,Hamming Accuracy,0.794196,1,lr
yeast,BR_LogisticRegression,Predict Hamming,Subset Accuracy,0.141514,1,lr
yeast,BR_LogisticRegression,Predict Hamming,Precision Score,0.688683,1,lr
yeast,BR_LogisticRegression,Predict Hamming,Negative Predictive Value,0.833285,1,lr
yeast,BR_LogisticRegression,Predict Hamming,Recall Score,0.589097,1,lr
yeast,BR_LogisticRegression,Predict Hamming,Markedness,0.760984,1,lr
yeast,BR_LogisticRegression,Predict Hamming,Fmeasure Score,0.606974,1,lr
yeast,BR_LogisticRegression,Predict Hamming,Informedness,0.581506,1,lr
yeast,BR_LogisticRegression,Predict Hamming,Macro F1,0.386157,1,lr
yeast,BR_LogisticRegression,Predict Hamming,Micro F1,0.631446,1,lr
yeast,BR_LogisticRegression,Predict Subset,Hamming Accuracy,0.794196,1,lr
yeast,BR_LogisticRegression,Predict Subset,Subset Accuracy,0.141514,1,lr
yeast,BR_LogisticRegression,Predict Subset,Precision Score,0.688683,1,lr
yeast,BR_LogisticRegression,Predict Subset,Negative Predictive Value,0.833285,1,lr
yeast,BR_LogisticRegression,Predict Subset,Recall Score,0.589097,1,lr
yeast,BR_LogisticRegression,Predict Subset,Markedness,0.760984,1,lr
yeast,BR_LogisticRegression,Predict Subset,Fmeasure Score,0.606974,1,lr
yeast,BR_LogisticRegression,Predict Subset,Informedness,0.581506,1,lr
yeast,BR_LogisticRegression,Predict Subset,Macro F1,0.386157,1,lr
yeast,BR_LogisticRegression,Predict Subset,Micro F1,0.631446,1,lr
yeast,BR_LogisticRegression,Predict Precision,Hamming Accuracy,0.735625,1,lr
yeast,BR_LogisticRegression,Predict Precision,Subset Accuracy,0.006209,1,lr
yeast,BR_LogisticRegression,Predict Precision,Precision Score,0.767894,1,lr
yeast,BR_LogisticRegression,Predict Precision,Negative Predictive Value,0.733142,1,lr
yeast,BR_LogisticRegression,Predict Precision,Recall Score,0.190005,1,lr
yeast,BR_LogisticRegression,Predict Precision,Markedness,0.750517,1,lr
yeast,BR_LogisticRegression,Predict Precision,Fmeasure Score,0.296709,1,lr
yeast,BR_LogisticRegression,Predict Precision,Informedness,0.52775,1,lr
yeast,BR_LogisticRegression,Predict Precision,Macro F1,0.154444,1,lr
yeast,BR_LogisticRegression,Predict Precision,Micro F1,0.293246,1,lr
yeast,BR_LogisticRegression,Predict NPV,Hamming Accuracy,0.371946,1,lr
yeast,BR_LogisticRegression,Predict NPV,Subset Accuracy,0.0,1,lr
yeast,BR_LogisticRegression,Predict NPV,Precision Score,0.324782,1,lr
yeast,BR_LogisticRegression,Predict NPV,Negative Predictive Value,0.985106,1,lr
yeast,BR_LogisticRegression,Predict NPV,Recall Score,0.996706,1,lr
yeast,BR_LogisticRegression,Predict NPV,Markedness,0.654944,1,lr
yeast,BR_LogisticRegression,Predict NPV,Fmeasure Score,0.477564,1,lr
yeast,BR_LogisticRegression,Predict NPV,Informedness,0.510785,1,lr
yeast,BR_LogisticRegression,Predict NPV,Macro F1,0.428786,1,lr
yeast,BR_LogisticRegression,Predict NPV,Micro F1,0.48987,1,lr
yeast,BR_LogisticRegression,Predict Recall,Hamming Accuracy,0.302648,1,lr
yeast,BR_LogisticRegression,Predict Recall,Subset Accuracy,0.0,1,lr
yeast,BR_LogisticRegression,Predict Recall,Precision Score,0.302648,1,lr
yeast,BR_LogisticRegression,Predict Recall,Negative Predictive Value,0.0,1,lr
yeast,BR_LogisticRegression,Predict Recall,Recall Score,1.0,1,lr
yeast,BR_LogisticRegression,Predict Recall,Markedness,0.151323,1,lr
yeast,BR_LogisticRegression,Predict Recall,Fmeasure Score,0.453407,1,lr
yeast,BR_LogisticRegression,Predict Recall,Informedness,0.5,1,lr
yeast,BR_LogisticRegression,Predict Recall,Macro F1,0.424564,1,lr
yeast,BR_LogisticRegression,Predict Recall,Micro F1,0.464644,1,lr
yeast,BR_LogisticRegression,Predict Markedness,Hamming Accuracy,0.779481,1,lr
yeast,BR_LogisticRegression,Predict Markedness,Subset Accuracy,0.098486,1,lr
yeast,BR_LogisticRegression,Predict Markedness,Precision Score,0.727768,1,lr
yeast,BR_LogisticRegression,Predict Markedness,Negative Predictive Value,0.810141,1,lr
yeast,BR_LogisticRegression,Predict Markedness,Recall Score,0.491998,1,lr
yeast,BR_LogisticRegression,Predict Markedness,Markedness,0.768955,1,lr
yeast,BR_LogisticRegression,Predict Markedness,Fmeasure Score,0.541373,1,lr
yeast,BR_LogisticRegression,Predict Markedness,Informedness,0.565782,1,lr
yeast,BR_LogisticRegression,Predict Markedness,Macro F1,0.341749,1,lr
yeast,BR_LogisticRegression,Predict Markedness,Micro F1,0.570588,1,lr
yeast,BR_LogisticRegression,Predict Fmeasure,Hamming Accuracy,0.757577,1,lr
yeast,BR_LogisticRegression,Predict Fmeasure,Subset Accuracy,0.110064,1,lr
yeast,BR_LogisticRegression,Predict Fmeasure,Precision Score,0.600926,1,lr
yeast,BR_LogisticRegression,Predict Fmeasure,Negative Predictive Value,0.871249,1,lr
yeast,BR_LogisticRegression,Predict Fmeasure,Recall Score,0.751585,1,lr
yeast,BR_LogisticRegression,Predict Fmeasure,Markedness,0.736087,1,lr
yeast,BR_LogisticRegression,Predict Fmeasure,Fmeasure Score,0.641754,1,lr
yeast,BR_LogisticRegression,Predict Fmeasure,Informedness,0.596625,1,lr
yeast,BR_LogisticRegression,Predict Fmeasure,Macro F1,0.459313,1,lr
yeast,BR_LogisticRegression,Predict Fmeasure,Micro F1,0.649417,1,lr
yeast,BR_LogisticRegression,Predict Informedness,Hamming Accuracy,0.761157,1,lr
