Dataset,Model,Predict Function of Model,Metric Function,Score,Seed,Estimator Tag
yeast,PCC_AdaBoostClassifier,Predict Hamming,Hamming Accuracy,0.748804,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Hamming,Subset Accuracy,0.026075,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Hamming,Precision Score,0.626466,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Hamming,Negative Predictive Value,0.789603,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Hamming,Recall Score,0.46753,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Hamming,Markedness,0.708036,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Hamming,Fmeasure Score,0.502902,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Hamming,Informedness,0.561377,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Hamming,Macro F1,0.332588,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Hamming,Micro F1,0.522686,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Subset,Hamming Accuracy,0.670791,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Subset,Subset Accuracy,0.0749,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Subset,Precision Score,0.457513,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Subset,Negative Predictive Value,0.761488,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Subset,Recall Score,0.445578,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Subset,Markedness,0.6095,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Subset,Fmeasure Score,0.422593,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Subset,Informedness,0.551219,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Subset,Macro F1,0.31963,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Subset,Micro F1,0.44105,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Precision,Hamming Accuracy,0.728825,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Precision,Subset Accuracy,0.004965,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Precision,Precision Score,0.720304,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Precision,Negative Predictive Value,0.72948,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Precision,Recall Score,0.173828,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Precision,Markedness,0.724894,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Precision,Fmeasure Score,0.273473,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Precision,Informedness,0.519711,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Precision,Macro F1,0.141735,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Precision,Micro F1,0.275132,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict NPV,Hamming Accuracy,0.371947,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict NPV,Subset Accuracy,0.0,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict NPV,Precision Score,0.324782,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict NPV,Negative Predictive Value,0.985107,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict NPV,Recall Score,0.996674,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict NPV,Markedness,0.654944,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict NPV,Fmeasure Score,0.477556,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict NPV,Informedness,0.499849,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict NPV,Macro F1,0.422657,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict NPV,Micro F1,0.489868,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Recall,Hamming Accuracy,0.302648,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Recall,Subset Accuracy,0.0,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Recall,Precision Score,0.302648,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Recall,Negative Predictive Value,0.0,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Recall,Recall Score,1.0,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Recall,Markedness,0.151323,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Recall,Fmeasure Score,0.453407,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Recall,Informedness,0.5,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Recall,Macro F1,0.424564,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Recall,Micro F1,0.464644,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Markedness,Hamming Accuracy,0.376764,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Markedness,Subset Accuracy,0.0,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Markedness,Precision Score,0.330711,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Markedness,Negative Predictive Value,0.982561,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Markedness,Recall Score,0.989716,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Markedness,Markedness,0.656636,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Markedness,Fmeasure Score,0.477009,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Markedness,Informedness,0.501305,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Markedness,Macro F1,0.422283,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Markedness,Micro F1,0.490085,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Fmeasure,Hamming Accuracy,0.363403,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Fmeasure,Subset Accuracy,0.0,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Fmeasure,Precision Score,0.322138,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Fmeasure,Negative Predictive Value,0.855777,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Fmeasure,Recall Score,0.997588,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Fmeasure,Markedness,0.588957,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Fmeasure,Fmeasure Score,0.474726,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Fmeasure,Informedness,0.501108,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Fmeasure,Macro F1,0.426216,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Fmeasure,Micro F1,0.486711,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Informedness,Hamming Accuracy,0.425881,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Informedness,Subset Accuracy,0.000828,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Informedness,Precision Score,0.336313,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Informedness,Negative Predictive Value,0.821514,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Informedness,Recall Score,0.891852,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Informedness,Markedness,0.578913,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Informedness,Fmeasure Score,0.472732,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Informedness,Informedness,0.520284,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Informedness,Macro F1,0.410111,1,adaboost
yeast,PCC_AdaBoostClassifier,Predict Informedness,Micro F1,0.482616,1,adaboost
yeast,PCC_AdaBoostClassifier,Marginal Scores,One-Error Score,0.720304,1,adaboost
yeast,PCC_AdaBoostClassifier,Marginal Scores,Coverage Score,0.305844,1,adaboost
yeast,PCC_AdaBoostClassifier,Marginal Scores,Ranking Loss Score,0.73024,1,adaboost
yeast,PCC_AdaBoostClassifier,Marginal Scores,Average Precision,0.658714,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Hamming,Hamming Accuracy,0.782993,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Hamming,Subset Accuracy,0.116251,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Hamming,Precision Score,0.663341,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Hamming,Negative Predictive Value,0.831556,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Hamming,Recall Score,0.588553,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Hamming,Markedness,0.747449,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Hamming,Fmeasure Score,0.594352,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Hamming,Informedness,0.588607,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Hamming,Macro F1,0.413773,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Hamming,Micro F1,0.620279,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Subset,Hamming Accuracy,0.782993,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Subset,Subset Accuracy,0.116251,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Subset,Precision Score,0.663341,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Subset,Negative Predictive Value,0.831556,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Subset,Recall Score,0.588553,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Subset,Markedness,0.747449,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Subset,Fmeasure Score,0.594352,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Subset,Informedness,0.588607,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Subset,Macro F1,0.413773,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Subset,Micro F1,0.620279,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Precision,Hamming Accuracy,0.732015,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Precision,Subset Accuracy,0.004963,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Precision,Precision Score,0.742639,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Precision,Negative Predictive Value,0.731198,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Precision,Recall Score,0.182363,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Precision,Markedness,0.73692,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Precision,Fmeasure Score,0.285634,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Precision,Informedness,0.526897,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Precision,Macro F1,0.161548,1,adaboost
yeast,BR_AdaBoostClassifier,Predict Precision,Micro F1,0.283621,1,adaboost
yeast,BR_AdaBoostClassifier,Predict NPV,Hamming Accuracy,0.369819,1,adaboost
yeast,BR_AdaBoostClassifier,Predict NPV,Subset Accuracy,0.0,1,adaboost
