Dataset,Model,Predict Function of Model,Metric Function,Mean,Std,N
flags,BR_AdaBoostClassifier,Marginal Scores,Average Precision,0.8064068000000001,0.008056530251913675,5
flags,BR_AdaBoostClassifier,Marginal Scores,Coverage Score,0.35192959999999995,0.007357101827486144,5
flags,BR_AdaBoostClassifier,Marginal Scores,One-Error Score,0.773632,0.011999908020480798,5
flags,BR_AdaBoostClassifier,Marginal Scores,Ranking Loss Score,0.7691378,0.00935488055508996,5
flags,BR_AdaBoostClassifier,Predict Fmeasure,Fmeasure Score,0.6380391999999999,0.001471595460716023,5
flags,BR_AdaBoostClassifier,Predict Fmeasure,Hamming Accuracy,0.489977,0.0025397345333715254,5
flags,BR_AdaBoostClassifier,Predict Fmeasure,Informedness,0.5003076,0.0043185238565973,5
flags,BR_AdaBoostClassifier,Predict Fmeasure,Macro F1,0.6147762,0.001593096575854703,5
flags,BR_AdaBoostClassifier,Predict Fmeasure,Markedness,0.27333979999999997,0.0066586689135292015,5
flags,BR_AdaBoostClassifier,Predict Fmeasure,Micro F1,0.653078,0.0014935613479197917,5
flags,BR_AdaBoostClassifier,Predict Fmeasure,Negative Predictive Value,0.05931500000000001,0.012544408654854962,5
flags,BR_AdaBoostClassifier,Predict Fmeasure,Precision Score,0.48736499999999994,0.0011045709574309815,5
flags,BR_AdaBoostClassifier,Predict Fmeasure,Recall Score,0.9965634,0.0013814142391042927,5
flags,BR_AdaBoostClassifier,Predict Fmeasure,Subset Accuracy,0.0092104,0.002361020605585644,5
flags,BR_AdaBoostClassifier,Predict Hamming,Fmeasure Score,0.6798316,0.011610093509528633,5
flags,BR_AdaBoostClassifier,Predict Hamming,Hamming Accuracy,0.7329019999999999,0.0050568003717765915,5
flags,BR_AdaBoostClassifier,Predict Hamming,Informedness,0.6452422,0.006276681862258136,5
flags,BR_AdaBoostClassifier,Predict Hamming,Macro F1,0.6144756,0.010945092818245076,5
flags,BR_AdaBoostClassifier,Predict Hamming,Markedness,0.7123502,0.006020525159817851,5
flags,BR_AdaBoostClassifier,Predict Hamming,Micro F1,0.7185128,0.006845635156798811,5
flags,BR_AdaBoostClassifier,Predict Hamming,Negative Predictive Value,0.718548,0.0044502630821110205,5
flags,BR_AdaBoostClassifier,Predict Hamming,Precision Score,0.706152,0.011577722595571181,5
flags,BR_AdaBoostClassifier,Predict Hamming,Recall Score,0.6800234,0.013917671062358038,5
flags,BR_AdaBoostClassifier,Predict Hamming,Subset Accuracy,0.15915680000000001,0.012228890248096922,5
flags,BR_AdaBoostClassifier,Predict Informedness,Fmeasure Score,0.6432242,0.0033274705408162537,5
flags,BR_AdaBoostClassifier,Predict Informedness,Hamming Accuracy,0.6604364,0.0035404464125305376,5
flags,BR_AdaBoostClassifier,Predict Informedness,Informedness,0.5540309999999999,0.005512116290500447,5
flags,BR_AdaBoostClassifier,Predict Informedness,Macro F1,0.5212944,0.0062296989734657495,5
flags,BR_AdaBoostClassifier,Predict Informedness,Markedness,0.6870312000000001,0.0018558941780177293,5
flags,BR_AdaBoostClassifier,Predict Informedness,Micro F1,0.652204,0.004130035895727777,5
flags,BR_AdaBoostClassifier,Predict Informedness,Negative Predictive Value,0.6932522000000001,0.005235817290547856,5
flags,BR_AdaBoostClassifier,Predict Informedness,Precision Score,0.6808104,0.005462410942065747,5
flags,BR_AdaBoostClassifier,Predict Informedness,Recall Score,0.69269,0.0075126976845870785,5
flags,BR_AdaBoostClassifier,Predict Informedness,Subset Accuracy,0.07463,0.011998090514744424,5
flags,BR_AdaBoostClassifier,Predict Markedness,Fmeasure Score,0.5462014,0.00822685862282801,5
flags,BR_AdaBoostClassifier,Predict Markedness,Hamming Accuracy,0.5940074,0.008993884327697396,5
flags,BR_AdaBoostClassifier,Predict Markedness,Informedness,0.5166882,0.011785713711948,5
flags,BR_AdaBoostClassifier,Predict Markedness,Macro F1,0.4910716,0.007068987077368294,5
flags,BR_AdaBoostClassifier,Predict Markedness,Markedness,0.6771974000000001,0.00736305376864788,5
flags,BR_AdaBoostClassifier,Predict Markedness,Micro F1,0.5856047999999999,0.009701034723162244,5
flags,BR_AdaBoostClassifier,Predict Markedness,Negative Predictive Value,0.692439,0.004909408314654667,5
flags,BR_AdaBoostClassifier,Predict Markedness,Precision Score,0.6619574,0.01437428609705538,5
flags,BR_AdaBoostClassifier,Predict Markedness,Recall Score,0.6279859999999999,0.008841208033973648,5
flags,BR_AdaBoostClassifier,Predict Markedness,Subset Accuracy,0.0156312,0.003634946381997952,5
flags,BR_AdaBoostClassifier,Predict NPV,Fmeasure Score,0.670183,0.001270431422785193,5
flags,BR_AdaBoostClassifier,Predict NPV,Hamming Accuracy,0.5793676,0.0018520230290144715,5
flags,BR_AdaBoostClassifier,Predict NPV,Informedness,0.521092,0.0035250456025418763,5
flags,BR_AdaBoostClassifier,Predict NPV,Macro F1,0.6166596,0.0006632426403662493,5
flags,BR_AdaBoostClassifier,Predict NPV,Markedness,0.684872,0.0033907654740486654,5
flags,BR_AdaBoostClassifier,Predict NPV,Micro F1,0.6855169999999999,0.0017419631167162964,5
flags,BR_AdaBoostClassifier,Predict NPV,Negative Predictive Value,0.8325799999999999,0.00557494529121135,5
flags,BR_AdaBoostClassifier,Predict NPV,Precision Score,0.5371667999999999,0.0012598173280281783,5
flags,BR_AdaBoostClassifier,Predict NPV,Recall Score,0.9568682000000001,0.00121169992159775,5
flags,BR_AdaBoostClassifier,Predict NPV,Subset Accuracy,0.029736400000000003,0.004173358156209458,5
flags,BR_AdaBoostClassifier,Predict Precision,Fmeasure Score,0.3661564,0.008262832583321545,5
flags,BR_AdaBoostClassifier,Predict Precision,Hamming Accuracy,0.5938344000000001,0.0030433623346555094,5
flags,BR_AdaBoostClassifier,Predict Precision,Informedness,0.5310358,0.004750563619192987,5
flags,BR_AdaBoostClassifier,Predict Precision,Macro F1,0.22616139999999998,0.009334330897284485,5
